"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"1","AMAT_Milan_feed","1","Greco - Castelli","","0","","",""
"27","AMAT_Milan_feed","23","Stz Lambrate -  Fontana","","0","","",""
"43","AMAT_Milan_feed","38","Corelli -  Susa","","3","","",""
"61","AMAT_Milan_feed","47","Q.re L. il Moro -  Cantore","","3","","",""
"62","AMAT_Milan_feed","47","Cantore - Q.re L. il Moro","","3","","",""
"283","AMAT_Milan_feed","47","Biella/Miani - Q.re L.il Moro (ins.da deposito)","","3","","",""
"303","AMAT_Milan_feed","55","Pordenone/Udine - Q.re Feltre (ins. da deposito)","","3","","",""
"455","AMAT_Milan_feed","171","Interno Cim. Maggiore (Campo 1 Campo 92)","","3","","",""
"473","AMAT_Milan_feed","55","Loreto - Q.re Feltre","","3","","",""
"474","AMAT_Milan_feed","55","Loreto - Ist. S.Cuore (Rombon)","","3","","",""
"475","AMAT_Milan_feed","55","Loreto - Cim. Lambrate","","3","","",""
"477","AMAT_Milan_feed","55","Ist. S.Cuore (Rombon) - Loreto","","3","","",""
"478","AMAT_Milan_feed","55","Q.re Feltre - Loreto","","3","","",""
"479","AMAT_Milan_feed","55","Cim. Lambrate - Loreto","","3","","",""
"480","AMAT_Milan_feed","56","Q.re Adriano - Loreto","","3","","",""
"548","AMAT_Milan_feed","47","Romolo - Q.re L.il Moro (lim. causa mercato)","","3","","",""
"549","AMAT_Milan_feed","171","Interno Cim.Maggiore (campo 92 campo 1)","","3","","",""
"583","AMAT_Milan_feed","67","Baracca - Scanini","","3","","",""
"654","AMAT_Milan_feed","56","P.le Loreto - Q.re Adriano","","3","","",""
"671","AMAT_Milan_feed","34","Toffetti - Q.re Fatima","","3","","",""
"672","AMAT_Milan_feed","34","Q.re Fatima - Toffetti","","3","","",""
"685","AMAT_Milan_feed","1","Cantu'/Orefici - Castelli (nott./matt.)","","0","","",""
"747","AMAT_Milan_feed","34","Quaranta - Chopin/Rogers (34 Rossa)","","3","","",""
"748","AMAT_Milan_feed","34","Chopin/Rogers - Quaranta (34 Rossa)","","3","","",""
"752","AMAT_Milan_feed","34","Chopin/Rogers - Ripamonti/Quaranta (lic. per deposito)","","3","","",""
"766","AMAT_Milan_feed","58","Gozzoli - Zurigo / Inganni","","3","","",""
"792","AMAT_Milan_feed","64","Primaticcio/Brasilia - Q.to Romano (ins. da deposito)","","3","","",""
"820","AMAT_Milan_feed","95","Siena - Rogoredo (ins. da deposito)","","3","","",""
"889","AMAT_Milan_feed","80","Betti - Novara (lic. per deposito)","","3","","",""
"1030","AMAT_Milan_feed","1","Settembrini - Greco (ins. da deposito)","","0","","",""
"1031","AMAT_Milan_feed","1","Greco - Settembrini (lic. per deposito)","","0","","",""
"1242","AMAT_Milan_feed","924","Segrate (S. Ambrogio) - Segrate (Monzese) (lic. per deposito)","","3","","",""
"1345","AMAT_Milan_feed","90","Molise/Etruschi - Isonzo (ins. da deposito)","","3","","",""
"1346","AMAT_Milan_feed","91","Lotto - Murillo/Brescia","","3","","",""
"1347","AMAT_Milan_feed","91","Isonzo - Molise/Cadibona (lic. per deposito)","","3","","",""
"1353","AMAT_Milan_feed","58","Noale - Lucca (Bisceglie M1)","","3","","",""
"1436","AMAT_Milan_feed","76","Q.re Teramo - Romolo M2","","3","","",""
"1437","AMAT_Milan_feed","76","Romolo M2 - Q.re Teramo","","3","","",""
"1447","AMAT_Milan_feed","64","Lorenteggio - Q.to Romano","","3","","",""
"1454","AMAT_Milan_feed","64","Lorenteggio/Odazio - Lorenteggio (ins. da deposito)","","3","","",""
"1472","AMAT_Milan_feed","38","Susa - Corelli","","3","","",""
"1621","AMAT_Milan_feed","47","Q.re L.il Moro - Romolo M2 (limit. causa mercato)","","3","","",""
"1743","AMAT_Milan_feed","77","P.ta Romana - Cim. Chiaravalle","","3","","",""
"1840","AMAT_Milan_feed","27","Ungheria - 22 Marzo (lic. per deposito)","","0","","",""
"1944","AMAT_Milan_feed","27","Ungheria - Duomo","","0","","",""
"1947","AMAT_Milan_feed","27","Duomo - Ungheria","","0","","",""
"1961","AMAT_Milan_feed","19","Roserio - Espinasse/S.Santarosa","","0","","",""
"1969","AMAT_Milan_feed","165","Varedo (Milano/Cavour) - Limbiate (ospedale)","","3","","",""
"2135","AMAT_Milan_feed","19","Sempione/Filiberto - Roserio","","0","","",""
"2236","AMAT_Milan_feed","76","S.Rita da Cascia/Bari - Romolo M2","","3","","",""
"2256","AMAT_Milan_feed","14","Cim. Maggiore - Lorenteggio","","0","","",""
"2259","AMAT_Milan_feed","14","Bramante/Monumentale - Lorenteggio","","0","","",""
"2269","AMAT_Milan_feed","60","Stz Centrale - Europa","","3","","",""
"2403","AMAT_Milan_feed","24","Duomo - Vigentino","","0","","",""
"2405","AMAT_Milan_feed","24","Ripamonti/Bellezza - Vigentino (ins.da deposito)","","0","","",""
"2408","AMAT_Milan_feed","24","Vigentino - Duomo","","0","","",""
"2443","AMAT_Milan_feed","925","Milano (Cascina Gobba) - Milano (Olgettina/S.Raffaele)","","3","","",""
"2445","AMAT_Milan_feed","1","Sempione/Villasanta - Greco","","0","","",""
"2452","AMAT_Milan_feed","49","Tirana - S.Giusto","","3","","",""
"2455","AMAT_Milan_feed","49","S.Giusto - Tirana","","3","","",""
"2569","AMAT_Milan_feed","72","Molino Dorino - Trivulzio","","3","","",""
"2571","AMAT_Milan_feed","72","Molino Dorino - Trivulzio (trans. Amsa)","","3","","",""
"2709","AMAT_Milan_feed","925","Milano (Cascina Gobba M2) - Segrate (F.lli Cervi)","","3","","",""
"2710","AMAT_Milan_feed","925","Milano (Casdina Gobba M2) - Milano (Udine)","","3","","",""
"2711","AMAT_Milan_feed","925","Milano (Cascina Gobba M2) - Segrate (Abruzzi)","","3","","",""
"2806","AMAT_Milan_feed","64","Q.to Romano - Primaticcio/Brasilia","","3","","",""
"2809","AMAT_Milan_feed","64","Q.to Romano - M.Lorenteggio","","3","","",""
"2954","AMAT_Milan_feed","84","Augusto - S.Donato M3 (sabato dev. mercato)","","3","","",""
"2982","AMAT_Milan_feed","176","Ingresso - Campo 12","","3","","",""
"2983","AMAT_Milan_feed","176","Campo 12 - Ingresso","","3","","",""
"2991","AMAT_Milan_feed","84","Martini - Augusto","","3","","",""
"2992","AMAT_Milan_feed","84","Augusto - Martini","","3","","",""
"2996","AMAT_Milan_feed","54","Stz Lambrate - Baracchini","","3","","",""
"3001","AMAT_Milan_feed","68","Bergognone - Bonola M1","","3","","",""
"3022","AMAT_Milan_feed","56","Padova/Anacreonte - Q.re Adriano","","3","","",""
"3143","AMAT_Milan_feed","99","Noverasco - Via Quaranta","","3","","",""
"3145","AMAT_Milan_feed","99","Noverasco - Ripamonti/Quaranta","","3","","",""
"3147","AMAT_Milan_feed","74","Famagosta M2 - Cantore","","3","","",""
"3148","AMAT_Milan_feed","74","Famagosta M2 - Cantore (trans. per Q.re Teramo)","","3","","",""
"3149","AMAT_Milan_feed","74","Famagosta M2 - S.Rita da Cascia (lic. per deposito)","","3","","",""
"3170","AMAT_Milan_feed","15","Rozzano - Fontana","","0","","",""
"3171","AMAT_Milan_feed","15","Rozzano - Gianbologna/Tabacchi(lic.per deposito)","","0","","",""
"3173","AMAT_Milan_feed","15","Fontana - Rozzano","","0","","",""
"3174","AMAT_Milan_feed","15","Italia/Lusardi - Fontana (ins. da deposito)","","0","","",""
"3175","AMAT_Milan_feed","15","Fontana - Porta Lodovica(lic. per deposito)","","0","","",""
"3176","AMAT_Milan_feed","15","Porta Lodovica - Rozzano(ins. da deposito)","","0","","",""
"3188","AMAT_Milan_feed","5","Ortica - Settembrini/Vitruvio (lic. per deposito)","","0","","",""
"3206","AMAT_Milan_feed","16","M.te Velino - Dogana (corse matt.)","","0","","",""
"3207","AMAT_Milan_feed","16","Dogana - M.te Velino (corse matt.)","","0","","",""
"3210","AMAT_Milan_feed","16","Piemonte - M.te Velino (ins. da deposito)","","0","","",""
"3211","AMAT_Milan_feed","16","M.te Velino - De Angeli (lic. per deposito)","","0","","",""
"3268","AMAT_Milan_feed","12","Roserio - Cenisio/Induno","","0","","",""
"3275","AMAT_Milan_feed","3","Gratosoglio - Cantu'/Orefici","","0","","",""
"3300","AMAT_Milan_feed","42","Bicocca - Stz Centrale","","3","","",""
"3301","AMAT_Milan_feed","42","Stz Centrale - Bicocca","","3","","",""
"3302","AMAT_Milan_feed","42","Istria/Lussino - Bicocca (ins. da deposito)","","3","","",""
"3313","AMAT_Milan_feed","99","Quaranta - Noverasco","","3","","",""
"3455","AMAT_Milan_feed","73","Aeroporto - San Babila","","3","","",""
